playerClass,cost,flavor,rarity,set,collectible,playRequirements/REQ_TARGET_TO_PLAY,id,text,artist,howToEarnGolden,type,name,howToEarn,dust/0,dust/1,dust/2,dust/3,attack,race,health,mechanics/0,playRequirements/REQ_MINION_TARGET,spellDamage,mechanics/1,faction,playRequirements/REQ_NUM_MINION_SLOTS,playRequirements/REQ_TARGET_MIN_ATTACK,entourage/0,entourage/1,entourage/2,entourage/3,entourage/4,entourage/5,entourage/6,targetingArrowText,textInPlay,mechanics/2,playRequirements/REQ_FRIENDLY_TARGET,playRequirements/REQ_NONSELF_TARGET,playRequirements/REQ_TARGET_IF_AVAILABLE,overload,playRequirements/REQ_TARGET_WITH_RACE,playRequirements/REQ_DAMAGED_TARGET,playRequirements/REQ_ENEMY_TARGET,durability,playRequirements/REQ_TARGET_FOR_COMBO,playRequirements/REQ_WEAPON_EQUIPPED,playRequirements/REQ_FRIENDLY_MINION_DIED_THIS_GAME,playRequirements/REQ_MINIMUM_ENEMY_MINIONS,playRequirements/REQ_MUST_TARGET_TAUNTER,playRequirements/REQ_MINIMUM_TOTAL_MINIONS,playRequirements/REQ_UNDAMAGED_TARGET,playRequirements/REQ_TARGET_MAX_ATTACK,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_DRAGON_IN_HAND,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_MINIONS,playRequirements/REQ_HERO_TARGET,entourage/7,playRequirements/REQ_LEGENDARY_TARGET,mechanics/3,playRequirements/REQ_MINION_CAP_IF_TARGET_AVAILABLE
,3,"He trained when he was younger to be an acolyte of joy, but things didn’t work out like he thought they would.",COMMON,EXPERT1,true,,EX1_007,"Whenever this minion takes damage, draw a card.",Dave Kendall,,MINION,Acolyte of Pain,,40,400,5,50,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROGUE,5,"If you don't want to be assassinated, move to the Barrens and change your name. Good luck!",FREE,CORE,true,0,CS2_076,Destroy an enemy minion.,Glenn Rane,Unlocked at Level 47.,SPELL,Assassinate,Unlocked at Level 1.,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
DRUID,4,"When a bear rears back and extends his arms, he's about to Swipe!  ... or hug.",COMMON,CORE,true,0,CS2_012,Deal 4 damage to an enemy and 1 damage to all other enemies.,Sean O’Daniels,Unlocked at Level 47.,SPELL,Swipe,Unlocked at Level 8.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
HUNTER,,,FREE,CORE,true,,HERO_05,,,,HERO,Rexxar,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,"He likes to think he is powerful, but pretty much anyone can solo Molten Core now.",FREE,CORE,true,,CS2_118,,Matt Gaser,Unlocked at Shaman Level 51.,MINION,Magma Rager,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGE,2,The denizens of Azeroth have no idea how much work goes into stabilizing portals.  We spend like 30% of GDP on portal upkeep.,RARE,GVG,true,,GVG_003,Add a random minion to your hand. It costs (3) less.,Sean O'Daniels,,SPELL,Unstable Portal,,100,800,20,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER,1,"Magi conjured arcane arrows to sell to hunters, until hunters learned just enough magic to do it themselves.  The resulting loss of jobs sent Stormwind into a minor recession.",FREE,CORE,true,0,DS1_185,Deal 2 damage.,Luca Zontini,Unlocked at Level 32.,SPELL,Arcane Shot,Unlocked at Level 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,This card is boaring.,FREE,CORE,true,,CS2_171,<b>Charge</b>,Howard Lyon,Unlocked at Hunter Level 53.,MINION,Stonetusk Boar,,,,,,1,BEAST,1,CHARGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARLOCK,2,Demonfire is like regular fire except for IT NEVER STOPS BURNING HELLLPPP,COMMON,EXPERT1,true,0,EX1_596,"Deal 2 damage to a minion. If it’s a friendly Demon, give it +2/+2 instead.",Ben Wootten,,SPELL,Demonfire,,40,400,5,50,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Oozes love Flamenco.  Don't ask.,COMMON,CORE,true,,EX1_066,<b>Battlecry:</b> Destroy your opponent's weapon.,Chris Rahn,Unlocked at Rogue Level 57.,MINION,Acidic Swamp Ooze,,,,,,3,,2,BATTLECRY,,,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,"They initially planned to be the Beryl or Cerulean drakes, but those felt a tad too pretentious.",RARE,EXPERT1,true,,EX1_284,<b>Spell Damage +1</b>. <b>Battlecry:</b> Draw a card.,Ben Zhang,,MINION,Azure Drake,,100,800,20,100,4,DRAGON,4,BATTLECRY,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARLOCK,2,Warlocks have it pretty good.,FREE,CORE,true,,EX1_306,<b>Battlecry:</b> Discard a random card.,Matt Dixon,Unlocked at Level 40.,MINION,Succubus,Unlocked at Level 1.,,,,,4,DEMON,3,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMAN,1,"If you combine it with Spooned Lightning and Knived Lightning, you have the full dining set.",COMMON,EXPERT1,true,,EX1_251,Deal 2 damage to 2 random enemy minions. <b>Overload:</b> (2),Ralph Horsley,,SPELL,Forked Lightning,,40,400,5,50,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,
,6,Something about power converters.,LEGENDARY,GVG,true,,GVG_115,<b>Battlecry and Deathrattle:</b> Add a <b>Spare Part</b> card to your hand.,Zoltan & Gabor,,MINION,Toshley,,1600,3200,400,1600,5,,7,BATTLECRY,,,DEATHRATTLE,,,,PART_003,PART_006,PART_007,PART_001,PART_004,PART_005,PART_002,,,,,,,,,,,,,,,,,,,,,,,,,,
WARRIOR,1,"The way to tell seasoned warriors from novice ones: the novices yell ""wheeeee"" while whirlwinding.",COMMON,CORE,true,,EX1_400,Deal 1 damage to ALL minions.,Jonboy Meyers,Unlocked at Level 32.,SPELL,Whirlwind,Unlocked at Level 6.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,"She carries a shield, but only so she can give it to someone she can stand behind.",RARE,EXPERT1,true,,EX1_058,<b>Battlecry:</b> Give adjacent minions <b>Taunt</b>.,James Ryman,,MINION,Sunfury Protector,,100,800,20,100,2,,3,BATTLECRY,,,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER,3,"You could summon Misha, Leokk, or Huffer!  Huffer is more trouble than he's worth.",COMMON,CORE,true,,NEW1_031,Summon a random Beast Companion.,Wei Wang,Unlocked at Level 45.,SPELL,Animal Companion,Unlocked at Level 2.,,,,,,,,,,,,,1,,NEW1_032,NEW1_033,NEW1_034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,"Hogger is super powerful. If you kill him, it's because he <i>let</i> you.",LEGENDARY,EXPERT1,true,,NEW1_040,"At the end of your turn, summon a 2/2 Gnoll with <b>Taunt</b>.",Laurel D. Austin,,MINION,Hogger,,1600,3200,400,1600,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,"They pretend to be wise and enlightened, but they mostly just hate to be left out of a secret.",RARE,GVG,true,,GVG_074,<b>Battlecry:</b> Take control of a random enemy <b>Secret</b>.,Jakub Kasper,,MINION,Kezan Mystic,,100,800,20,100,4,,3,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROGUE,1,"""I'm cold blooded, check it and see!""",COMMON,EXPERT1,true,0,CS2_073,Give a minion +2 Attack. <b>Combo:</b> +4 Attack instead.,Alex Horley Orlandelli,,SPELL,Cold Blood,,40,400,5,50,,,,COMBO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,"Stalagg want to write own flavor text.  ""STALAGG AWESOME!""",LEGENDARY,NAXX,true,,FP1_014,"<b>Deathrattle:</b> If Feugen also died this game, summon Thaddius.",Dany Orizio,Can be crafted after completing the Construct Quarter.,MINION,Stalagg,Unlocked by completing the Construct Quarter.,,,,,7,,4,DEATHRATTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARRIOR,4,"""Take a bite outta Death."" - McScruff the Deathlord",COMMON,NAXX,true,,FP1_021,<b>Deathrattle:</b> Deal 1 damage to all minions.,Jim Nelson,Can be crafted after completing the Warrior Class Challenge in Naxxramas.,WEAPON,Death's Bite,Unlocked by completing the Warrior Class Challenge in Naxxramas.,,,,,4,,,DEATHRATTLE,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
,7,"Just mail him a package with a name and 10,000 gold.  He'll take care of the rest.",RARE,EXPERT1,true,,CS2_161,<b>Stealth</b>,Ralph Horsley,,MINION,Ravenholdt Assassin,,100,800,20,100,7,,5,STEALTH,,,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,Stoneskin Gargoyles love freeze tag.,COMMON,NAXX,true,,FP1_027,"At the start of your turn, restore this minion to full Health.",Matt Smith,Can be crafted after defeating Noth the Plaguebringer in the Plague Quarter.,MINION,Stoneskin Gargoyle,Unlocked by defeating Noth the Plaguebringer in the Plague Quarter.,,,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALADIN,5,Everybody wants someone to snuggle with. Even giant armored scaly draconic beasts of destruction.,RARE,BRM,true,,BRM_018,<b>Battlecry:</b> The next Dragon you play costs (2) less.,Raymond Swanland,Can be crafted after defeating General Drakkisath in Blackrock Spire.,MINION,Dragon Consort,Unlocked by defeating General Drakkisath in Blackrock Spire.,,,,,5,DRAGON,5,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARRIOR,2,"""You won't like me when I'm angry.""",COMMON,EXPERT1,true,,EX1_392,Draw a card for each damaged friendly character.,Alex Horley Orlandelli,,SPELL,Battle Rage,,40,400,5,50,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMAN,1,FROST SHOCK!,FREE,CORE,true,0,CS2_037,Deal 1 damage to an enemy character and <b>Freeze</b> it.,Alex Horley Orlandelli,Unlocked at Level 32.,SPELL,Frost Shock,Unlocked at Level 1.,,,,,,,,FREEZE,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
PALADIN,1,Competition can be an inspiration to improve oneself.  Or kill all the competitors.,RARE,TGT,true,,AT_073,"<b>Secret:</b> When your turn starts, give your minions +1/+1.",Jim Nelson,,SPELL,Competitive Spirit,,100,800,20,100,,,,SECRET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARLOCK,4,Start with a powerful minion and stir in Shadowflame and you have a good time!,RARE,EXPERT1,true,0,EX1_303,Destroy a friendly minion and deal its Attack damage to all enemy minions.,Dave Kendall,,SPELL,Shadowflame,,100,800,20,100,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,3,You don't see a lot of Dalaran warriors.,COMMON,CORE,true,,EX1_582,<b>Spell Damage +1</b>,Jim Nelson,Unlocked at Mage Level 59.,MINION,Dalaran Mage,,,,,,1,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,Won't you take me to... Tinkertown?,COMMON,GVG,true,,GVG_102,"<b>Battlecry:</b> If you have a Mech, gain +1/+1 and add a <b>Spare Part</b> to your hand.",Gabor Szikszai,,MINION,Tinkertown Technician,,40,400,5,50,3,,3,BATTLECRY,,,,,,,PART_007,PART_006,PART_003,PART_001,PART_004,PART_002,PART_005,,,,,,,,,,,,,,,,,,,,,,,,,,
WARLOCK,4,The shrapnel is waaaaay worse than the explosion.,RARE,GVG,true,0,GVG_045,Deal 2-4 damage to a minion. Summon a 1/1 Imp for each damage dealt.,Jaemin Kim,,SPELL,Imp-losion,,100,800,20,100,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGE,,,FREE,CORE,true,,HERO_08,,,,HERO,Jaina Proudmoore,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,"If she threatens to ""moon"" you, it's not what you think.",COMMON,EXPERT1,true,,EX1_583,<b>Battlecry:</b> Restore 4 Health to your hero.,Dan Scott,,MINION,Priestess of Elune,,40,400,5,50,5,,4,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUID,4,She was born to be something.  She is just not quite sure what yet...,COMMON,TGT,true,,AT_040,<b>Battlecry:</b> Give a friendly Beast +3 Health.,James Ryman,,MINION,Wildwalker,,40,400,5,50,4,,4,BATTLECRY,0,,,,,,,,,,,,,,,,0,,0,,20,,,,,,,,,,,,,,,,,,
SHAMAN,3,"Unlike bound elementals, Unbound ones really enjoy a night on the town.",COMMON,EXPERT1,true,,EX1_258,"Whenever you play a card with <b>Overload</b>, gain +1/+1.",Matt Gaser,,MINION,Unbound Elemental,,40,400,5,50,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,"""You'll <i>love</i> my new recipe!"" he says... especially if you're not happy with your current number of limbs.",RARE,EXPERT1,true,,EX1_059,<b>Battlecry:</b> Swap the Attack and Health of a minion.,Tom Fleming,,MINION,Crazed Alchemist,,100,800,20,100,2,,2,BATTLECRY,0,,,,,,,,,,,,,Swap Attack and Health of a minion.,,,,,0,,,,,,,,,,,,,,,,,,,,
WARLOCK,2,Her sister is the Mistress of Pane who sells windows and shower doors.,RARE,GVG,true,,GVG_018,"Whenever this minion deals damage, restore that much Health to your hero.",Carl Critchlow,,MINION,Mistress of Pain,,100,800,20,100,1,DEMON,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER,0,Never play 'Hide and Go Seek' with a Hunter.,COMMON,CORE,true,0,CS2_084,Change a minion's Health to 1.,Jimmy Lo,Unlocked at Level 40.,SPELL,Hunter's Mark,Unlocked at Level 6.,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,You earn the title of Archmage when you can destroy anyone who calls you on it.,COMMON,CORE,true,,CS2_155,<b>Spell Damage +1</b>,Steve Ellis,Unlocked at Mage Level 57.,MINION,Archmage,,,,,,4,,7,,,1,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIEST,3,"""What do you get when you cast Thoughtsteal on an Orc?  Nothing!"" - Tauren joke",COMMON,EXPERT1,true,,EX1_339,Copy 2 cards from your opponent's deck and put them into your hand.,Alex Garner,,SPELL,Thoughtsteal,,40,400,5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,"Chillmaw keeps trying to ruin the Grand Tournament, and she would've done it too, if it weren't for those dang kids!",LEGENDARY,TGT,true,,AT_123,"<b>Taunt</b>
<b>Deathrattle:</b> If you're holding a Dragon, deal 3 damage to all minions.",Raymond Swanland,,MINION,Chillmaw,,1600,3200,400,1600,6,DRAGON,6,DEATHRATTLE,,,TAUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER,3,"Takes way better care of her pets than her brother, Unstablemaster.",EPIC,TGT,true,,AT_057,<b>Battlecry:</b> Give a friendly Beast <b>Immune</b> this turn.,Tyson Murphy,,MINION,Stablemaster,,400,1600,100,400,4,,2,BATTLECRY,,,,,,,,,,,,,,Grant <b>Immune</b> this turn.,,,0,,0,,20,,,,,,,,,,,,,,,,,,
PALADIN,1,Repentance often comes in the moment before obliteration. Curious.,COMMON,EXPERT1,true,,EX1_379,"<b>Secret:</b> When your opponent plays a minion, reduce its Health to 1.",Gonzalo Ordonez,,SPELL,Repentance,,40,400,5,50,,,,SECRET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARRIOR,2,"Really, if you're a hero, this is <i>every</i> strike.",FREE,CORE,true,,CS2_105,Give your hero +4 Attack this turn.,Jonboy Meyers,Unlocked at Level 15.,SPELL,Heroic Strike,Unlocked at Level 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,Time to write some flavor text.,LEGENDARY,EXPERT1,true,,EX1_560,Players only have 15 seconds to take their turns.,James Ryman,,MINION,Nozdormu,,1600,3200,400,1600,8,DRAGON,8,,,,,,,,,,,,,,,,Aspect of Time,,,,,,,,,,,,,,,,,,,,,,,,
MAGE,4,"This spell is useful for burning things.  If you're looking for spells that toast things, or just warm them a little, you're in the wrong place.",FREE,CORE,true,0,CS2_029,Deal 6 damage.,Ralph Horsley,Unlocked at Level 44.,SPELL,Fireball,Unlocked at Level 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMAN,4,Is there anything worse than a Windspeaker with halitosis?,COMMON,CORE,true,,EX1_587,<b>Battlecry:</b> Give a friendly minion <b>Windfury</b>.,Vance Kovacs,Unlocked at Level 45.,MINION,Windspeaker,Unlocked at Level 8.,,,,,3,,3,BATTLECRY,0,,,,,,,,,,,,,Give <b>Windfury</b>.,,,0,,0,,,,,,,,,,,,,,,,,,,,
DRUID,2,"Grow your own mana crystals with this Mana Crystal Growth Kit, only 39.99!",FREE,CORE,true,,CS2_013,Gain an empty Mana Crystal.,James Ryman,Unlocked at Level 23.,SPELL,Wild Growth,Unlocked at Level 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMAN,3,"It is said that some shaman can say ""Floatin' totem"" 10 times, fast.",RARE,EXPERT1,true,,EX1_575,"At the end of your turn, draw a card.",Scott Altmann,,MINION,Mana Tide Totem,,100,800,20,100,0,TOTEM,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROGUE,2,This guy is excellent at adjusting your haircut and/or height.,COMMON,GVG,true,,GVG_023,<b>Battlecry</b>: Give your weapon +1 Attack.,Zolton Boros,,MINION,Goblin Auto-Barber,,40,400,5,50,3,MECHANICAL,2,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,"He used to be a 2100+ rated arena player, but that was years ago and nobody can get him to shut up about it.",COMMON,CORE,true,,CS2_162,<b>Taunt</b>,E.M. Gist,Unlocked at Priest Level 59.,MINION,Lord of the Arena,,,,,,6,,5,TAUNT,,,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,"He used to be called Bog Beast, but it confused people because he wasn't an actual beast.   Boom, New Name!",COMMON,EXPERT1,true,,CS1_069,<b>Taunt</b>,Monica Langlois,,MINION,Fen Creeper,,40,400,5,50,3,,6,TAUNT,,,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Their wings are silent but their screech is... whatever the opposite of silent is.,COMMON,EXPERT1,true,,CS2_203,<b>Battlecry:</b> <b>Silence</b> a minion.,Trevor Jacobs,,MINION,Ironbeak Owl,,40,400,5,50,2,BEAST,1,BATTLECRY,0,,,HORDE,,,,,,,,,,<b>Silence</b> a minion.,,,,,0,,,,,,,,,,,,,,,,,,,,
HUNTER,2,It traps your food AND cooks it for you!,COMMON,EXPERT1,true,,EX1_610,"<b>Secret:</b> When your hero is attacked, deal 2 damage to all enemies.",Brandon Kitkouski,,SPELL,Explosive Trap,,40,400,5,50,,,,SECRET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALADIN,3,"""I'm bringing the guacamole!"" – One of the most successful (yet rare) Silver Hand rallying cries",RARE,GVG,true,,GVG_061,Summon three 1/1 Silver Hand Recruits. Equip a 1/4 Weapon.,Mike Hayes,,SPELL,Muster for Battle,,100,800,20,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,"This robot is a lean, mean, butlerin' machine.",RARE,GVG,true,,GVG_094,"At the end of each player's turn, that player draws until they have 3 cards.",Matt Dixon,,MINION,Jeeves,,100,800,20,100,1,MECHANICAL,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALADIN,6,Wham! Wham! Wham! Wham! Wham! Wham! Wham! Wham!,EPIC,EXPERT1,true,,EX1_384,Deal 8 damage randomly split among all enemies.,Alex Garner,,SPELL,Avenging Wrath,,400,1600,100,400,,,,ImmuneToSpellpower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARRIOR,2,"This is better than Arcane Explosion, so I guess warriors are finally getting revenge on mages for Mortal Strike being worse than Fireball.",RARE,BRM,true,,BRM_015,"Deal 1 damage to all minions. If you have 12 or less Health, deal 3 damage instead.",Ben Olson,Can be crafted after defeating Razorgore in Blackwing Lair.,SPELL,Revenge,Unlocked by defeating Razorgore in Blackwing Lair.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGE,2,"Do the slow chant when he waddles by: ""Chug! Chug! Chug!""",COMMON,GVG,true,,GVG_002,<b>Freeze</b> any character damaged by this minion.,Gabor Szikszai,,MINION,Snowchugger,,40,400,5,50,2,MECHANICAL,3,FREEZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,Abominations enjoy Fresh Meat and long walks on the beach.,RARE,EXPERT1,true,,EX1_097,<b>Taunt</b>. <b>Deathrattle:</b> Deal 2 damage to ALL characters.,Alex Horley Orlandelli,,MINION,Abomination,,100,800,20,100,4,,4,DEATHRATTLE,,,TAUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROGUE,5,"He loves skulking. He skulks after hours just for the joy of it, but his friends are pretty worried he'll get burnt out.",RARE,BRM,true,,BRM_008,<b>Battlecry:</b> Deal 2 damage to all undamaged enemy minions.,Eric Braddock,Can be crafted after completing the Rogue Class Challenge in Blackrock Mountain.,MINION,Dark Iron Skulker,Unlocked by completing the Rogue Class Challenge in Blackrock Mountain.,,,,,4,,3,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,"Sylvanas was turned into the Banshee Queen by Arthas, but he probably should have just killed her because it just pissed her off.",LEGENDARY,EXPERT1,true,,EX1_016,<b>Deathrattle:</b> Take control of a random enemy minion.,Glenn Rane,,MINION,Sylvanas Windrunner,,1600,3200,400,1600,5,,5,DEATHRATTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARLOCK,1,Are you lighting a soul on fire? Or burning someone with your OWN soul? This seems like an important distinction.,COMMON,CORE,true,0,EX1_308,Deal 4 damage. Discard a random card.,Raymond Swanland,Unlocked at Level 28.,SPELL,Soulfire,Unlocked at Level 6.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER,1,Other beasts totally dig hanging out with timber wolves.,FREE,CORE,true,,DS1_175,Your other Beasts have +1 Attack.,Malcolm Davis,Unlocked at Level 23.,MINION,Timber Wolf,Unlocked at Level 1.,,,,,1,BEAST,1,AURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,Healing is just something she does in her free time.  It's more of a hobby really.,COMMON,CORE,true,,DS1_055,<b>Battlecry:</b> Restore 2 Health to all friendly characters.,Jesper Ejsing,Unlocked at Priest Level 55.,MINION,Darkscale Healer,,,,,,4,,5,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIEST,5,"It's the same as the previous generation but they slapped the word ""upgraded"" on it to sell it for double.",RARE,GVG,true,,GVG_083,<b>Battlecry:</b> Give a friendly Mech +4 Health.,Nutchapol Thitinunthakorn,,MINION,Upgraded Repair Bot,,100,800,20,100,5,MECHANICAL,5,BATTLECRY,0,,,,,,,,,,,,,Give a Mech +4 Health.,,,0,,0,,17,,,,,,,,,,,,,,,,,,
,6,One Insane Rocketeer.   One Rocket full of Explosives.   Infinite Fun.,FREE,CORE,true,,CS2_213,<b>Charge</b>,John Polidora,Unlocked at Shaman Level 59.,MINION,Reckless Rocketeer,,,,,,5,,2,CHARGE,,,,HORDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,"He's not really all that crazy, he is just not as careful with explosives as he should be.",COMMON,EXPERT1,true,,EX1_082,<b>Battlecry:</b> Deal 3 damage randomly split between all other characters.,Mike Sass,,MINION,Mad Bomber,,40,400,5,50,3,,2,BATTLECRY,,,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMAN,6,He can never take a bath. Ewww.,COMMON,CORE,true,,CS2_042,<b>Battlecry:</b> Deal 3 damage.,Ralph Horsley,Unlocked at Level 49.,MINION,Fire Elemental,Unlocked at Level 10.,,,,,6,,5,BATTLECRY,,,,,,,,,,,,,,Deal 3 damage.,,,,,0,,,,,,,,,,,,,,,,,,,,
PRIEST,4,Sometimes it feels like this is all a game.,EPIC,EXPERT1,true,,EX1_345,Put a copy of a random minion from your opponent's deck into the battlefield.,Zoltan & Gabor,,SPELL,Mindgames,,400,1600,100,400,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALADIN,1,"This card makes something really damp.  Oh wait.  That's ""Humidity.""",COMMON,CORE,true,0,EX1_360,Change a minion's Attack to 1.,Daren Bader,Unlocked at Level 28.,SPELL,Humility,Unlocked at Level 6.,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGE,4,The ethereals are wrapped in cloth to give form to their non-corporeal bodies. Also because it's nice and soft.,RARE,EXPERT1,true,,EX1_274,"If you control a <b>Secret</b> at the end of your turn, gain +2/+2.",Michael Komarck,,MINION,Ethereal Arcanist,,100,800,20,100,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARLOCK,1,We cannot even describe how horrible the death is.  It's CRAZY bad!  Maybe worse than that.  Just don't do it.,COMMON,EXPERT1,true,0,EX1_316,"Give a friendly minion +4/+4 until end of turn. Then, it dies. Horribly.",Tom Baxa,,SPELL,Power Overwhelming,,40,400,5,50,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,4,Sometimes he forgets and just wanders into someone else's game.,RARE,EXPERT1,true,,EX1_584,<b>Battlecry:</b> Give adjacent minions <b>Spell Damage +1</b>.,Howard Lyon,,MINION,Ancient Mage,,100,800,20,100,2,,5,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARLOCK,2,"After playing against 5 Annoy-O-Trons, any normal guard will become a Wrathguard.",COMMON,TGT,true,,AT_026,"Whenever this minion takes damage, also deal that amount to your hero.",Sojin Hwang,,MINION,Wrathguard,,40,400,5,50,4,DEMON,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARRIOR,5,Wintergrasp Keep's only weakness!,RARE,GVG,true,,GVG_086,"Whenever you gain Armor, give this minion +1 Attack.",Zero Yue,,MINION,Siege Engine,,100,800,20,100,5,MECHANICAL,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
