text,type,cost,rarity,set,id,name,playRequirements/REQ_TARGET_TO_PLAY,durability,attack,playerClass,flavor,collectible,artist,howToEarnGolden,howToEarn,dust/0,dust/1,dust/2,dust/3,mechanics/0,race,health,textInPlay,playRequirements/REQ_MINION_TARGET,mechanics/1,entourage/0,entourage/1,entourage/2,entourage/3,faction,spellDamage,playRequirements/REQ_NUM_MINION_SLOTS,playRequirements/REQ_TARGET_MIN_ATTACK,entourage/4,entourage/5,entourage/6,targetingArrowText,mechanics/2,playRequirements/REQ_FRIENDLY_TARGET,playRequirements/REQ_NONSELF_TARGET,playRequirements/REQ_TARGET_IF_AVAILABLE,overload,playRequirements/REQ_ENEMY_TARGET,playRequirements/REQ_HERO_TARGET,playRequirements/REQ_TARGET_WITH_RACE,playRequirements/REQ_MINIMUM_ENEMY_MINIONS,playRequirements/REQ_DAMAGED_TARGET,playRequirements/REQ_WEAPON_EQUIPPED,playRequirements/REQ_TARGET_FOR_COMBO,playRequirements/REQ_ENEMY_WEAPON_EQUIPPED,playRequirements/REQ_FRIENDLY_MINION_DIED_THIS_GAME,playRequirements/REQ_MUST_TARGET_TAUNTER,entourage/7,entourage/8,entourage/9,entourage/10,entourage/11,entourage/12,entourage/13,entourage/14,entourage/15,entourage/16,entourage/17,entourage/18,entourage/19,entourage/20,entourage/21,entourage/22,entourage/23,entourage/24,entourage/25,entourage/26,entourage/27,entourage/28,entourage/29,entourage/30,entourage/31,entourage/32,entourage/33,entourage/34,entourage/35,entourage/36,entourage/37,entourage/38,entourage/39,entourage/40,entourage/41,entourage/42,entourage/43,entourage/44,entourage/45,entourage/46,entourage/47,entourage/48,entourage/49,entourage/50,entourage/51,entourage/52,entourage/53,entourage/54,entourage/55,entourage/56,entourage/57,entourage/58,entourage/59,playRequirements/REQ_STEADY_SHOT,playRequirements/REQ_MINIMUM_TOTAL_MINIONS,playRequirements/REQ_UNDAMAGED_TARGET,playRequirements/REQ_ENTIRE_ENTOURAGE_NOT_IN_PLAY,playRequirements/REQ_LEGENDARY_TARGET,playRequirements/REQ_TARGET_MAX_ATTACK,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_DRAGON_IN_HAND,playRequirements/REQ_MINION_OR_ENEMY_HERO,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_MINIONS,mechanics/3,playRequirements/REQ_MINION_CAP_IF_TARGET_AVAILABLE
"Whenever this minion takes damage, deal 1 damage to ALL other characters.",MINION,0,COMMON,CHEAT,XXX_024,Damage Reflector,,,3,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b></b> ,MINION,1,COMMON,MISSIONS,TU4e_003,Naga Myrmidon,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Give your minions +2 Health.,SPELL,2,,NAXX,NAX13_03,Supercharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Freeze</b> any character damaged by this minion.,MINION,2,COMMON,GVG,GVG_002,Snowchugger,,,2,MAGE,"Do the slow chant when he waddles by: ""Chug! Chug! Chug!""",true,Gabor Szikszai,,,40,400,5,50,FREEZE,MECHANICAL,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HERO,,LEGENDARY,EXPERT1,EX1_323h,Lord Jaraxxus,,,,WARLOCK,,,,,,,,,,,DEMON,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<b>Hero Power</b>
Deal 2 damage to the left-most enemy minion.",HERO_POWER,1,,NAXX,NAX5_02,Eruption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<b>Hero Power</b>
Summon a 5/1 Magma Rager.",HERO_POWER,2,,TB,TBA01_6,Molten Rage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HERO,,,NAXX,NAX8_01H,Gothik the Harvester,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Taunt</b>. <b>Deathrattle:</b> Deal 2 damage to ALL characters.,MINION,5,RARE,EXPERT1,EX1_097,Abomination,,,4,,Abominations enjoy Fresh Meat and long walks on the beach.,true,Alex Horley Orlandelli,,,100,800,20,100,DEATHRATTLE,,4,,,TAUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HERO,,,NAXX,NAX12_01,Gluth,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deal $3 damage to all enemy minions. Restore #3 Health to your hero.,SPELL,7,,NAXX,NAX1_05,Locust Swarm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Spell Damage +1</b>,MINION,1,FREE,CORE,CS2_052,Wrath of Air Totem,,,0,SHAMAN,,,,,,,,,,,TOTEM,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You can't lose stars while this is in your deck.,MINION,7,LEGENDARY,CREDITS,CRED_24,Dean Ayala,,,7,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry:</b> Deal 2 damage to all undamaged enemy minions.,MINION,5,RARE,BRM,BRM_008,Dark Iron Skulker,,,4,ROGUE,"He loves skulking. He skulks after hours just for the joy of it, but his friends are pretty worried he'll get burnt out.",true,Eric Braddock,Can be crafted after completing the Rogue Class Challenge in Blackrock Mountain.,Unlocked by completing the Rogue Class Challenge in Blackrock Mountain.,,,,,BATTLECRY,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Deathrattle:</b> Take control of a random enemy minion.,MINION,6,LEGENDARY,EXPERT1,EX1_016,Sylvanas Windrunner,,,5,,"Sylvanas was turned into the Banshee Queen by Arthas, but he probably should have just killed her because it just pissed her off.",true,Glenn Rane,,,1600,3200,400,1600,DEATHRATTLE,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deal $4 damage. Discard a random card.,SPELL,1,COMMON,CORE,EX1_308,Soulfire,0,,,WARLOCK,Are you lighting a soul on fire? Or burning someone with your OWN soul? This seems like an important distinction.,true,Raymond Swanland,Unlocked at Level 28.,Unlocked at Level 6.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Your other Beasts have +1 Attack.,MINION,1,FREE,CORE,DS1_175,Timber Wolf,,,1,HUNTER,Other beasts totally dig hanging out with timber wolves.,true,Malcolm Davis,Unlocked at Level 23.,Unlocked at Level 1.,,,,,AURA,BEAST,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<b>Hero Power</b>
Destroy a minion.",HERO_POWER,4,,NAXX,NAX10_03H,Hateful Strike,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Give your other minions +2/+2.,SPELL,0,,EXPERT1,EX1_573a,Demigod's Favor,,,,DRUID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<b>Passive Hero Power</b>
Whenever an enemy dies, raise a 1/1 Skeleton.",HERO_POWER,0,,NAXX,NAX4_04,Raise Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry:</b> Restore 2 Health to all friendly characters.,MINION,5,COMMON,CORE,DS1_055,Darkscale Healer,,,4,,Healing is just something she does in her free time.  It's more of a hobby really.,true,Jesper Ejsing,Unlocked at Priest Level 55.,,,,,,BATTLECRY,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shuffle a player's hand into his deck.,SPELL,0,COMMON,CHEAT,XXX_042,Hand to Deck,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry:</b> Give a friendly Mech +4 Health.,MINION,5,RARE,GVG,GVG_083,Upgraded Repair Bot,,,5,PRIEST,"It's the same as the previous generation but they slapped the word ""upgraded"" on it to sell it for double.",true,Nutchapol Thitinunthakorn,,,100,800,20,100,BATTLECRY,MECHANICAL,5,,0,,,,,,,,,,,,,Give a Mech +4 Health.,,0,,0,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<b>Hero Power</b>
Gain 4 Armor.",HERO_POWER,2,,HERO_SKINS,CS2_102_H1_AT_132,Tank Up!,,,,WARRIOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Charge</b>,MINION,6,FREE,CORE,CS2_213,Reckless Rocketeer,,,5,,One Insane Rocketeer.   One Rocket full of Explosives.   Infinite Fun.,true,John Polidora,Unlocked at Shaman Level 59.,,,,,,CHARGE,,2,,,,,,,,HORDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry:</b> Deal 3 damage randomly split between all other characters.,MINION,2,COMMON,EXPERT1,EX1_082,Mad Bomber,,,3,,"He's not really all that crazy, he is just not as careful with explosives as he should be.",true,Mike Sass,,,40,400,5,50,BATTLECRY,,2,,,,,,,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HERO,,,NAXX,NAX3_01H,Maexxna,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<b>Hero Power</b>
Deal 1 damage to all minions. If any die, summon a slime.",HERO_POWER,2,,NAXX,NAX11_02,Poison Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry:</b> Deal 3 damage.,MINION,6,COMMON,CORE,CS2_042,Fire Elemental,,,6,SHAMAN,He can never take a bath. Ewww.,true,Ralph Horsley,Unlocked at Level 49.,Unlocked at Level 10.,,,,,BATTLECRY,,5,,,,,,,,,,,,,,,Deal 3 damage.,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HERO,,,NAXX,NAX13_01H,Thaddius,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Put a copy of a random minion from your opponent's deck into the battlefield.,SPELL,4,EPIC,EXPERT1,EX1_345,Mindgames,,,,PRIEST,Sometimes it feels like this is all a game.,true,Zoltan & Gabor,,,400,1600,100,400,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MINION,2,COMMON,MISSIONS,TU4f_003,Shado-Pan Monk,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change a minion's Attack to 1.,SPELL,1,COMMON,CORE,EX1_360,Humility,0,,,PALADIN,"This card makes something really damp.  Oh wait.  That's ""Humidity.""",true,Daren Bader,Unlocked at Level 28.,Unlocked at Level 6.,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If you control a <b>Secret</b> at the end of your turn, gain +2/+2.",MINION,4,RARE,EXPERT1,EX1_274,Ethereal Arcanist,,,3,MAGE,The ethereals are wrapped in cloth to give form to their non-corporeal bodies. Also because it's nice and soft.,true,Michael Komarck,,,100,800,20,100,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Give a friendly minion +4/+4 until end of turn. Then, it dies. Horribly.",SPELL,1,COMMON,EXPERT1,EX1_316,Power Overwhelming,0,,,WARLOCK,We cannot even describe how horrible the death is.  It's CRAZY bad!  Maybe worse than that.  Just don't do it.,true,Tom Baxa,,,40,400,5,50,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"While this is in your hand, restore 6 health to your opponent at the start of your turn.",SPELL,3,,BRM,BRMA12_4H,Brood Affliction: Green,,,,,,,,,,,,,,EVIL_GLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry:</b> Give adjacent minions <b>Spell Damage +1</b>.,MINION,4,RARE,EXPERT1,EX1_584,Ancient Mage,,,2,,Sometimes he forgets and just wanders into someone else's game.,true,Howard Lyon,,,100,800,20,100,BATTLECRY,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Whenever this minion takes damage, also deal that amount to your hero.",MINION,2,COMMON,TGT,AT_026,Wrathguard,,,4,WARLOCK,"After playing against 5 Annoy-O-Trons, any normal guard will become a Wrathguard.",true,Sojin Hwang,,,40,400,5,50,,DEMON,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"At the end of your turn, restore 6 Health to a damaged character.",MINION,1,COMMON,PROMO,Mekka2,Repair Bot,,,0,,,,,,,,,,,,MECHANICAL,3,,,,,,,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MINION,5,,TGT,AT_099t,War Kodo,,,3,,,,,,,,,,,,BEAST,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Whenever you gain Armor, give this minion +1 Attack.",MINION,5,RARE,GVG,GVG_086,Siege Engine,,,5,WARRIOR,Wintergrasp Keep's only weakness!,true,Zero Yue,,,100,800,20,100,,MECHANICAL,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crash the game.,SPELL,0,COMMON,CHEAT,XXX_015,Crash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry: </b>Deal 3 damage to the enemy hero.,MINION,5,FREE,CORE,EX1_593,Nightblade,,,4,,"Your face is the place you'd probably least like a dagger, and where rogues are most likely to deliver them.",true,Raymond Swanland,Unlocked at Druid Level 53.,,,,,,BATTLECRY,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry:</b> Summon ANY random Totem.,MINION,3,COMMON,TGT,AT_046,Tuskarr Totemic,,,3,SHAMAN,Turns out the tuskarr aren't real choosy about their totems.,true,Eva Widermann,,,40,400,5,50,BATTLECRY,,2,,,,CS2_052,NEW1_009,CS2_050,CS2_051,,,,,EX1_565,GVG_039,EX1_575,,,,,,,,,,,,,,,,,AT_052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Deathrattle:</b> Deal 3 damage to the enemy hero for each Firesworn that died this turn.,MINION,0,,BRM,BRMA04_3H,Firesworn,,,0,,,,,,,,,,,DEATHRATTLE,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HERO,,,NAXX,NAX7_01,Instructor Razuvious,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deal $5 damage. <b>Overload:</b> (2),SPELL,3,RARE,EXPERT1,EX1_241,Lava Burst,0,,,SHAMAN,It's like an ocean of liquid magma in your mouth!,true,Dan Scott,,,100,800,20,100,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<b>Battlecry:</b> If you're holding a Dragon, gain +2 Health.",MINION,1,COMMON,BRM,BRM_004,Twilight Whelp,,,2,PRIEST,"The twilight whelps are basically magic-vampires. Despite this, they are not a reference to any popular series of novels.",true,Sam Nielson,Can be crafted after completing the Priest Class Challenge in Blackrock Mountain.,Unlocked by completing the Priest Class Challenge in Blackrock Mountain.,,,,,BATTLECRY,DRAGON,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Double the damage and healing of your spells and Hero Power.,MINION,7,LEGENDARY,EXPERT1,EX1_350,Prophet Velen,,,7,PRIEST,"He's been exiled from his home, and all his brothers turned evil, but otherwise he doesn't have a lot to complain about.",true,Wei Wang,,,1600,3200,400,1600,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry:</b> Put a random Pirate from your deck into your hand.,MINION,2,EPIC,REWARD,NEW1_016,Captain's Parrot,,,1,,Pirates and Parrots go together like Virmen and Carrots.,true,Daren Bader,Unlocked when you have all the Golden Pirates from the Classic Set.,Unlocked when you have all the Pirates from the Classic Set.,,,,,BATTLECRY,BEAST,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Destroy all of a player's Mana Crystals.,SPELL,0,COMMON,CHEAT,XXX_049,Destroy all Mana,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Whenever a minion with <b>Deathrattle</b> dies, gain +2 Attack.",WEAPON,1,,NAXX,NAX12_03,Jaws,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Choose an enemy minion. If it lives until your next turn, deal 5 damage to all enemies.",SPELL,3,,TB,BRMC_100,Living Bomb,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MINION,5,,NAXX,NAX4_03H,Skeleton,,,5,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"At the start of your turn, deal 2 damage to a random enemy.",MINION,3,RARE,EXPERT1,EX1_102,Demolisher,,,1,,"Laying siege isn't fun for anyone.  It's not even all that effective, now that everyone has a flying mount.",true,Raymond Swanland,,,100,800,20,100,,MECHANICAL,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swapped Attack and Health.,ENCHANTMENT,,,TGT,AT_016e,Confused,,,,PRIEST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Inspire:</b> Gain +1 Attack.,MINION,1,COMMON,TGT,AT_082,Lowly Squire,,,1,,But not the lowliest!,true,Ron Spears,,,40,400,5,50,INSPIRE,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MINION,1,COMMON,BRM,BRM_022t,Black Whelp,,,2,,,,Jaemin Kim,,,,,,,,DRAGON,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deal 1 damage.,SPELL,0,COMMON,CHEAT,XXX_001,Damage 1,0,,,,,,,,,,,,,ImmuneToSpellpower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HERO,,,NAXX,NAX13_01,Thaddius,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"At the end of each turn, gain +1/+1 .",MINION,8,LEGENDARY,EXPERT1,NEW1_038,Gruul,,,7,,"He's Gruul ""the Dragonkiller"".  He just wanted to cuddle them… he never meant to… ",true,Kev Walker,,,1600,3200,400,1600,,,7,Growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Enrage:</b> <b>Windfury</b> and +1 Attack,MINION,3,COMMON,EXPERT1,EX1_412,Raging Worgen,,,3,,"If he's raging now, just wait until he gets nerfed.",true,Alex Horley Orlandelli,,,40,400,5,50,ENRAGED,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MINION,0,,PROMO,PRO_001at,Murloc,,,1,,,,,,,,,,,,MURLOC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increased Attack.,ENCHANTMENT,,,BRM,BRM_012e,On Fire!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+4 Health and <b>Taunt</b>.,SPELL,0,,EXPERT1,EX1_155b,Mark of Nature,0,,,DRUID,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+2 Attack from Flametongue Totem.,ENCHANTMENT,,,CORE,EX1_565o,Flametongue,,,,SHAMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Taunt</b>,MINION,2,,BRM,BRMA17_7,Chromatic Prototype,,,1,,,,,,,,,,,TAUNT,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
